danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,label,mode_major,mode_minor
0.463,0.279,5,-9.5,0.0344,0.863,6.94e-06,0.114,0.0859,82.509,4,unsaved,1,0
0.772,0.728,7,-6.438,0.274,0.18,0.0,0.0977,0.67,102.005,4,unsaved,1,0
0.274,0.209,2,-16.158,0.0411,0.913,0.0968,0.0978,0.0661,92.997,4,unsaved,1,0
0.881,0.242,1,-14.049,0.525,0.131,0.0284,0.1,0.213,129.947,4,unsaved,1,0
0.476,0.862,0,-3.809,0.113,0.0214,0.00199,0.382,0.599,89.838,4,unsaved,0,1
0.515,0.463,2,-7.456,0.101,0.133,0.0,0.0954,0.41,163.458,4,unsaved,1,0
0.631,0.945,0,-3.674,0.04,0.0287,0.913,0.967,0.4,127.983,4,unsaved,1,0
0.467,0.661,3,-6.457,0.292,0.585,0.0,0.123,0.461,96.923,4,unsaved,0,1
0.882,0.431,8,-11.669,0.336,0.327,0.0,0.163,0.576,126.009,4,unsaved,0,1
0.579,0.642,8,-7.37,0.244,0.6,3.52e-05,0.214,0.3,97.32,4,unsaved,1,0
0.756,0.374,5,-7.966,0.741,0.594,0.0,0.217,0.966,80.326,4,unsaved,1,0
0.664,0.61,7,-6.432,0.339,0.145,0.0,0.097,0.472,76.024,4,unsaved,0,1
0.785,0.574,0,-9.127,0.135,0.355,0.00025,0.106,0.637,108.991,4,unsaved,1,0
0.519,0.0692,1,-29.531,0.103,0.861,0.0,0.229,0.259,57.691,4,unsaved,1,0
0.781,0.721,5,-9.133,0.0514,0.0945,0.391,0.104,0.849,123.011,4,unsaved,0,1
0.586,0.714,11,-5.003,0.038,0.161,0.0,0.161,0.557,94.018,4,unsaved,1,0
0.789,0.801,10,-4.552,0.048,0.0052,0.273,0.129,0.281,153.998,4,unsaved,0,1
0.447,0.326,7,-12.401,0.0304,0.569,0.0,0.0959,0.694,72.834,4,unsaved,1,0
0.521,0.77,8,-5.204,0.495,0.443,0.0,0.204,0.421,81.05,4,unsaved,1,0
0.265,0.45,7,-14.722,0.0717,0.85,0.00482,0.971,0.318,86.2,4,unsaved,0,1
0.603,0.266,2,-7.994,0.0279,0.871,0.0,0.137,0.421,77.992,4,unsaved,1,0
0.675,0.662,1,-4.989,0.0318,0.0392,0.0,0.128,0.536,134.936,4,unsaved,1,0
0.81,0.55,2,-7.46,0.17,0.0114,5.69e-06,0.107,0.183,76.503,4,unsaved,0,1
0.235,0.352,11,-21.004,0.215,0.88,6.46e-05,0.97,0.406,86.197,4,unsaved,0,1
0.55,0.263,0,-9.331,0.0311,0.884,0.0,0.11,0.425,108.908,4,unsaved,1,0
0.754,0.615,4,-5.346,0.171,0.273,0.0,0.13,0.345,140.04,4,unsaved,0,1
0.665,0.535,4,-7.056,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,4,unsaved,0,1
0.888,0.557,5,-6.604,0.358,0.376,0.0,0.0852,0.646,142.032,4,unsaved,1,0
0.819,0.792,7,-6.068,0.0507,0.00665,0.0076,0.0783,0.78,94.037,4,unsaved,1,0
0.515,0.805,5,-4.491,0.0345,0.00993,1.57e-05,0.419,0.743,101.161,4,unsaved,1,0
0.862,0.599,1,-6.116,0.296,0.407,0.0,0.0827,0.495,93.922,4,unsaved,0,1
0.508,0.748,1,-4.997,0.33,0.281,0.0,0.168,0.225,100.414,3,unsaved,1,0
0.534,0.842,2,-7.031,0.0925,0.0904,0.0388,0.203,0.441,138.004,4,unsaved,0,1
0.916,0.362,8,-8.331,0.373,0.574,0.0,0.134,0.416,104.979,4,unsaved,1,0
0.891,0.615,10,-3.869,0.0762,0.234,0.0,0.0833,0.256,139.967,4,unsaved,0,1
0.626,0.827,2,-4.277,0.0447,0.423,7.66e-05,0.15,0.96,86.58,4,unsaved,1,0
0.761,0.697,5,-6.164,0.0568,0.186,0.0,0.126,0.197,106.051,4,unsaved,1,0
0.718,0.714,0,-5.699,0.0622,0.0963,0.0,0.141,0.84,149.949,4,unsaved,1,0
0.639,0.468,5,-8.329,0.0231,0.451,0.0102,0.12,0.42,97.53,3,unsaved,1,0
0.285,0.401,4,-9.215,0.0302,0.763,0.0,0.384,0.351,80.95,4,unsaved,1,0
0.813,0.622,0,-8.31,0.243,0.194,0.0,0.0653,0.177,123.983,4,unsaved,0,1
0.544,0.762,10,-7.289,0.0382,0.0585,0.0,0.074,0.473,120.023,4,unsaved,1,0
0.764,0.591,1,-7.253,0.209,0.172,0.0,0.215,0.468,146.982,4,unsaved,1,0
0.564,0.552,0,-5.438,0.055,0.439,0.0,0.163,0.26,119.907,4,unsaved,1,0
0.497,0.169,0,-25.267,0.418,0.846,1.99e-05,0.738,0.651,93.988,4,unsaved,1,0
0.384,0.925,4,-4.139,0.0895,0.105,0.000309,0.939,0.707,138.524,4,unsaved,1,0
0.619,0.842,1,-5.473,0.291,0.235,0.0,0.169,0.478,101.448,4,unsaved,0,1
0.817,0.45,6,-5.557,0.21,0.0463,0.0,0.0774,0.769,90.104,4,unsaved,1,0
0.743,0.662,5,-6.108,0.179,0.565,0.0,0.128,0.552,89.975,4,unsaved,0,1
0.623,0.416,0,-8.006,0.235,0.648,1.31e-05,0.213,0.479,121.504,4,unsaved,1,0
0.394,0.771,3,-6.873,0.29,0.00193,0.0,0.114,0.548,145.947,4,unsaved,1,0
0.246,0.0538,4,-16.396,0.0362,0.962,0.000618,0.106,0.0592,135.514,5,unsaved,1,0
0.663,0.84,9,-5.618,0.0453,0.00534,0.342,0.169,0.2,108.022,4,unsaved,0,1
0.764,0.374,8,-15.289,0.965,0.983,0.0,0.18,0.463,65.678,5,unsaved,1,0
0.458,0.735,8,-4.58,0.0412,0.0187,2.29e-06,0.0751,0.14,151.894,4,unsaved,1,0
0.426,0.295,5,-8.337,0.0764,0.637,0.0,0.0941,0.355,174.379,3,unsaved,1,0
0.363,0.943,2,-3.294,0.0764,3.04e-05,0.0,0.118,0.352,178.045,4,unsaved,1,0
0.717,0.753,7,-4.609,0.311,0.293,0.0,0.158,0.631,169.857,4,unsaved,0,1
0.699,0.869,0,-4.275,0.0744,0.0408,0.0,0.161,0.406,112.965,4,unsaved,1,0
0.616,0.442,8,-6.019,0.0335,0.123,0.0,0.124,0.13,118.912,4,unsaved,1,0
0.461,0.812,10,-5.776,0.241,0.0184,0.000375,0.21,0.72,159.869,4,unsaved,0,1
0.698,0.255,4,-8.647,0.0303,0.405,0.00242,0.0985,0.243,132.036,3,unsaved,0,1
0.69,0.678,0,-6.52,0.154,0.11,0.0,0.246,0.409,173.995,4,unsaved,1,0
0.394,0.558,7,-12.145,0.107,0.86,0.0,0.948,0.659,126.27,4,unsaved,1,0
0.535,0.87,9,-7.812,0.0528,0.305,0.279,0.1,0.934,113.764,4,unsaved,0,1
0.643,0.399,8,-7.829,0.0394,0.614,0.0,0.104,0.375,108.438,3,unsaved,1,0
0.504,0.692,5,-6.32,0.032,0.000422,0.000744,0.0919,0.542,118.96,4,unsaved,0,1
0.823,0.733,1,-5.474,0.0628,0.0349,0.0,0.324,0.397,97.972,4,unsaved,1,0
0.839,0.81,5,-5.274,0.0568,0.501,0.0,0.117,0.814,129.014,4,unsaved,0,1
0.608,0.742,2,-6.111,0.0386,0.0266,0.000674,0.376,0.672,80.01,4,unsaved,1,0
0.522,0.728,3,-3.801,0.0323,0.00134,0.0,0.132,0.18,124.045,4,unsaved,0,1
0.298,0.668,1,-5.536,0.0478,0.0699,2.44e-05,0.59,0.121,110.063,4,unsaved,0,1
0.532,0.69,0,-7.698,0.0272,0.0899,0.00257,0.164,0.851,135.652,4,unsaved,1,0
0.789,0.404,1,-8.364,0.23,0.205,0.0,0.219,0.472,122.062,4,unsaved,1,0
0.446,0.468,11,-9.844,0.0323,0.235,0.0,0.0963,0.223,169.983,4,unsaved,1,0
0.429,0.206,7,-20.965,0.198,0.884,0.000458,0.3,0.486,125.444,3,unsaved,1,0
0.416,0.459,9,-6.814,0.0317,0.0801,0.00653,0.0551,0.286,164.929,3,unsaved,0,1
0.759,0.782,11,-6.975,0.0741,0.000589,0.0,0.35,0.507,131.04,4,unsaved,0,1
0.361,0.608,9,-6.757,0.098,0.05,7.96e-05,0.183,0.0789,191.812,4,unsaved,0,1
0.567,0.696,9,-5.416,0.301,0.456,0.0,0.113,0.544,92.061,4,unsaved,1,0
0.7,0.67,7,-5.077,0.189,0.201,0.0,0.0939,0.49,139.956,4,unsaved,0,1
0.715,0.838,2,-6.077,0.118,0.0897,0.0,0.15,0.497,120.007,4,unsaved,0,1
0.565,0.977,8,-23.343,0.467,0.805,0.974,0.658,0.0344,91.242,4,unsaved,1,0
0.701,0.592,2,-6.745,0.348,0.333,0.0,0.124,0.682,80.064,4,unsaved,1,0
0.304,0.173,11,-11.668,0.0313,0.896,0.0,0.114,0.241,98.288,4,unsaved,0,1
0.529,0.608,7,-7.809,0.0811,0.166,0.0185,0.109,0.616,125.017,4,unsaved,1,0
0.565,0.654,1,-6.826,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,4,unsaved,0,1
0.675,0.562,7,-7.678,0.0352,0.233,0.0,0.0816,0.309,130.098,4,unsaved,1,0
0.253,0.385,0,-9.787,0.0346,0.484,7.73e-05,0.153,0.293,81.153,3,unsaved,0,1
0.574,0.489,1,-8.177,0.165,0.806,0.00335,0.27,0.386,133.675,4,unsaved,1,0
0.781,0.489,0,-8.747,0.155,0.189,0.0,0.309,0.192,120.043,4,unsaved,0,1
0.832,0.646,7,-5.369,0.0724,0.546,0.0,0.121,0.898,95.005,4,unsaved,1,0
0.297,0.666,0,-5.602,0.0298,0.00499,0.000237,0.109,0.243,87.382,4,unsaved,1,0
0.65,0.429,2,-13.071,0.192,0.0386,0.0,0.139,0.333,141.855,4,unsaved,1,0
0.533,0.17,7,-11.342,0.0668,0.842,5.03e-06,0.113,0.33,116.852,5,unsaved,1,0
0.781,0.445,2,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,4,unsaved,1,0
0.304,0.158,9,-29.111,0.433,0.476,0.0,0.399,0.423,204.931,3,unsaved,1,0
0.828,0.53,11,-7.13,0.0728,0.062,0.0,0.118,0.357,122.045,4,unsaved,1,0
0.62,0.446,1,-14.451,0.0347,0.589,0.0299,0.0727,0.868,88.591,4,unsaved,0,1
0.517,0.285,10,-11.239,0.0294,0.599,0.461,0.0842,0.166,139.93,4,unsaved,1,0
0.527,0.807,9,-5.472,0.394,0.585,0.0,0.34,0.72,79.788,4,unsaved,0,1
0.585,0.625,5,-5.94,0.109,0.0146,1.8e-06,0.131,0.28,68.68,4,unsaved,1,0
0.42,0.479,8,-8.881,0.0374,0.613,0.663,0.0679,0.11,116.989,4,unsaved,1,0
0.643,0.499,2,-6.795,0.0308,0.0478,0.0,0.108,0.363,133.978,4,unsaved,0,1
0.682,0.917,7,-5.262,0.253,0.0183,0.0,0.322,0.669,95.995,4,unsaved,1,0
0.52,0.898,6,-1.527,0.201,0.0853,0.0,0.163,0.13,159.855,4,unsaved,0,1
0.471,0.574,9,-8.72,0.0494,0.0477,0.00269,0.23,0.224,74.999,4,unsaved,0,1
0.308,0.481,0,-10.426,0.0416,0.711,0.0,0.399,0.838,85.561,4,unsaved,1,0
0.572,0.906,2,-4.281,0.0502,0.0176,0.0,0.0492,0.371,99.993,4,unsaved,1,0
0.504,0.856,11,-5.024,0.286,0.0114,0.0,0.256,0.335,101.866,5,unsaved,0,1
0.346,0.509,1,-7.693,0.0514,0.674,7.97e-05,0.0685,0.115,143.437,4,unsaved,0,1
0.777,0.72,8,-5.293,0.0525,0.0438,0.0,0.251,0.946,114.955,4,unsaved,1,0
0.683,0.329,1,-9.155,0.123,0.214,3.74e-06,0.127,0.229,149.957,4,unsaved,0,1
0.756,0.857,2,-4.185,0.336,0.0452,0.0,0.121,0.688,140.017,4,unsaved,1,0
0.374,0.0694,9,-16.529,0.0392,0.965,0.000368,0.0807,0.241,134.238,4,unsaved,1,0
0.658,0.54,1,-10.152,0.0327,0.12,0.882,0.149,0.183,132.972,4,unsaved,1,0
0.64,0.539,8,-6.946,0.137,0.175,0.0,0.655,0.374,91.608,4,unsaved,1,0
0.888,0.377,7,-10.142,0.339,0.0126,0.0,0.19,0.126,133.996,4,unsaved,0,1
0.506,0.201,3,-12.931,0.0294,0.926,0.000411,0.253,0.145,71.925,4,unsaved,0,1
0.518,0.508,9,-8.495,0.0325,0.831,0.125,0.114,0.169,94.072,4,unsaved,0,1
0.845,0.53,6,-8.427,0.196,0.00992,0.0,0.216,0.413,99.978,4,unsaved,0,1
0.563,0.319,2,-19.346,0.0896,0.774,0.00211,0.082,0.198,131.031,4,unsaved,0,1
0.821,0.424,2,-8.717,0.124,0.395,0.0,0.1,0.564,104.102,4,unsaved,0,1
0.706,0.591,1,-7.066,0.361,0.0187,0.0,0.111,0.272,77.098,4,unsaved,1,0
0.395,0.708,9,-6.467,0.1,0.2,0.00654,0.0909,0.319,120.402,4,unsaved,0,1
0.724,0.573,7,-4.113,0.0549,0.118,0.0,0.538,0.438,113.088,4,unsaved,1,0
0.889,0.393,4,-10.821,0.267,0.331,8.67e-06,0.283,0.304,128.065,4,unsaved,0,1
0.224,0.149,9,-11.855,0.0314,0.966,7.09e-05,0.112,0.0918,82.426,3,unsaved,1,0
0.776,0.482,1,-11.268,0.0356,0.481,0.0457,0.11,0.128,136.015,4,unsaved,1,0
0.462,0.961,7,-4.576,0.0936,0.000507,1.47e-05,0.158,0.308,170.009,4,unsaved,1,0
0.774,0.909,9,-2.89,0.0365,0.0173,0.121,0.0739,0.696,126.977,4,unsaved,0,1
0.431,0.935,11,-4.468,0.078,0.00143,0.0,0.0743,0.525,152.032,4,unsaved,1,0
0.671,0.672,4,-9.188,0.12,0.103,3.98e-05,0.074,0.186,117.96,4,unsaved,0,1
0.731,0.62,2,-5.824,0.33,0.0118,0.0,0.0864,0.146,161.886,4,unsaved,1,0
0.594,0.633,5,-7.342,0.0625,0.389,0.000396,0.107,0.531,106.016,4,unsaved,1,0
0.457,0.886,6,-3.812,0.496,0.119,0.0,0.0891,0.416,175.712,4,unsaved,1,0
0.918,0.53,6,-7.847,0.218,0.508,1.83e-06,0.132,0.404,127.026,4,unsaved,0,1
0.324,0.283,7,-7.806,0.0264,0.882,0.0,0.242,0.184,85.283,4,unsaved,1,0
0.375,0.509,3,-9.883,0.31,0.845,0.0,0.432,0.694,196.525,4,unsaved,1,0
0.647,0.857,1,-3.94,0.0547,0.167,0.000437,0.0763,0.55,115.976,4,unsaved,1,0
0.743,0.66,4,-4.802,0.418,0.115,0.0,0.101,0.549,192.031,4,unsaved,0,1
0.482,0.559,5,-5.454,0.0296,0.541,0.00273,0.223,0.597,80.777,4,unsaved,1,0
0.891,0.491,8,-8.874,0.118,0.339,0.0,0.296,0.806,133.984,4,unsaved,1,0
0.74,0.248,4,-12.659,0.109,0.729,0.0,0.141,0.889,83.786,4,unsaved,1,0
0.643,0.688,7,-5.14,0.0318,0.00653,3.17e-06,0.179,0.495,97.984,4,unsaved,1,0
0.749,0.837,7,-8.837,0.0512,0.162,0.0,0.525,0.927,103.483,4,unsaved,1,0
0.84,0.65,1,-6.708,0.262,0.00924,0.0,0.201,0.527,145.972,4,unsaved,1,0
0.573,0.344,9,-10.91,0.0361,0.811,0.0,0.13,0.377,157.783,3,unsaved,1,0
0.616,0.209,9,-13.43,0.406,0.902,0.0,0.139,0.336,86.891,1,unsaved,1,0
0.64,0.664,1,-7.812,0.152,0.267,0.0,0.329,0.275,140.007,4,unsaved,1,0
0.582,0.637,0,-5.004,0.0521,0.331,0.0,0.155,0.371,77.534,4,unsaved,1,0
0.857,0.22,2,-14.115,0.23,0.789,0.0,0.129,0.583,100.976,4,unsaved,1,0
0.767,0.689,10,-5.573,0.0852,0.103,0.0,0.0786,0.555,154.957,4,unsaved,0,1
0.472,0.265,6,-10.059,0.0356,0.959,0.000499,0.1,0.204,111.558,4,unsaved,0,1
0.907,0.489,8,-5.79,0.158,0.0477,0.0,0.115,0.253,136.982,4,unsaved,1,0
0.603,0.437,2,-11.789,0.06,0.641,0.00102,0.0721,0.501,139.466,4,unsaved,0,1
0.482,0.436,0,-14.067,0.436,0.895,2.21e-05,0.803,0.389,61.691,4,unsaved,1,0
0.477,0.0378,9,-9.556,0.0406,0.572,0.000104,0.102,0.0363,120.158,4,unsaved,0,1
0.0,0.303,4,-22.355,0.0,0.97,0.0,0.617,0.0,0.0,0,unsaved,1,0
0.822,0.598,4,-6.804,0.37,0.319,0.0,0.109,0.595,176.046,4,unsaved,0,1
0.735,0.648,0,-7.21,0.0454,0.0281,0.0,0.308,0.179,134.975,4,unsaved,1,0
0.547,0.865,5,-5.778,0.446,0.29,0.0,0.0874,0.528,170.651,4,unsaved,0,1
0.559,0.334,2,-7.784,0.0431,0.714,0.0,0.215,0.546,120.378,4,unsaved,0,1
0.536,0.869,5,-5.224,0.183,0.44,0.0,0.748,0.902,88.733,1,unsaved,0,1
0.474,0.565,7,-10.923,0.0368,0.602,2.31e-06,0.128,0.901,78.876,4,unsaved,0,1
0.683,0.483,8,-9.164,0.0973,0.192,0.778,0.0907,0.452,119.998,4,unsaved,0,1
0.584,0.318,9,-18.66,0.904,0.642,0.0,0.236,0.347,88.392,5,unsaved,1,0
0.802,0.718,10,-6.921,0.0992,0.0229,0.0,0.338,0.658,160.031,4,unsaved,0,1
0.621,0.605,9,-14.183,0.75,0.871,3.8e-05,0.973,0.87,89.879,4,unsaved,0,1
0.8,0.523,1,-6.578,0.107,0.00108,0.0,0.352,0.379,147.057,4,unsaved,1,0
0.655,0.36,1,-8.007,0.116,0.0738,0.00177,0.939,0.0767,133.921,4,unsaved,1,0
0.239,0.258,3,-10.092,0.031,0.935,0.000427,0.0797,0.142,87.166,5,unsaved,0,1
0.76,0.605,2,-6.085,0.502,0.0712,0.0,0.199,0.516,135.995,4,unsaved,1,0
0.386,0.825,1,-8.261,0.238,0.687,0.0,0.119,0.453,80.988,4,unsaved,1,0
0.346,0.42,2,-11.506,0.0298,0.864,0.0875,0.901,0.303,83.56,4,unsaved,0,1
0.676,0.777,1,-3.241,0.357,0.145,0.0,0.228,0.226,173.931,4,unsaved,0,1
0.527,0.521,10,-8.341,0.033,0.0114,0.0232,0.167,0.127,99.438,4,unsaved,0,1
0.3,0.284,3,-13.061,0.0307,0.92,0.00149,0.1,0.173,188.203,4,unsaved,0,1
0.701,0.839,11,-5.072,0.201,0.158,0.0,0.0604,0.833,90.049,4,unsaved,0,1
0.437,0.5,9,-7.103,0.105,0.731,0.0,0.157,0.437,85.293,4,unsaved,1,0
0.521,0.125,9,-17.832,0.239,0.751,0.00207,0.265,0.0528,111.554,4,unsaved,1,0
0.17,0.257,2,-10.681,0.0317,0.911,5.48e-06,0.242,0.125,176.647,3,unsaved,1,0
0.485,0.799,5,-5.886,0.029,0.122,0.0054,0.33,0.468,111.012,3,unsaved,1,0
0.295,0.182,1,-12.029,0.0353,0.924,7.34e-05,0.0876,0.17,135.296,4,unsaved,1,0
0.45,0.755,0,-5.542,0.0945,0.00994,3.88e-06,0.552,0.527,180.072,4,unsaved,1,0
0.611,0.786,1,-2.417,0.272,0.342,0.0,0.0877,0.66,139.911,4,unsaved,1,0
0.376,0.439,2,-10.376,0.0397,0.341,0.318,0.106,0.133,143.976,4,unsaved,1,0
0.557,0.371,1,-7.427,0.0377,0.501,0.0,0.0946,0.581,127.989,4,unsaved,1,0
0.631,0.568,7,-5.946,0.456,0.442,0.00444,0.111,0.263,140.212,4,unsaved,1,0
0.881,0.14,9,-14.726,0.466,0.963,0.0,0.236,0.534,115.187,4,unsaved,1,0
0.743,0.571,7,-6.054,0.145,0.24,0.0,0.291,0.495,119.054,4,unsaved,0,1
0.512,0.463,11,-11.434,0.0534,0.197,0.000163,0.0346,0.585,104.379,4,unsaved,0,1
0.703,0.659,1,-6.233,0.086,0.0952,0.0,0.19,0.0603,154.056,4,unsaved,1,0
0.522,0.856,8,-5.185,0.121,0.432,0.0,0.103,0.876,167.734,4,unsaved,1,0
0.612,0.308,9,-11.456,0.592,0.161,0.0,0.105,0.275,139.401,4,unsaved,0,1
0.263,0.331,2,-10.876,0.034,0.0127,0.000104,0.117,0.0605,174.821,3,unsaved,0,1
0.908,0.542,9,-7.787,0.295,0.409,0.0,0.179,0.266,128.018,4,unsaved,1,0
0.602,0.286,3,-9.886,0.0296,0.772,0.0,0.162,0.379,102.009,4,unsaved,1,0
0.825,0.77,2,-4.297,0.3,0.127,0.0,0.178,0.705,119.978,4,unsaved,1,0
0.381,0.682,0,-8.407,0.0412,0.321,0.0,0.7,0.352,89.108,4,unsaved,1,0
0.283,0.206,3,-17.39,0.0532,0.71,0.000178,0.812,0.36,142.789,4,unsaved,1,0
0.515,0.32,0,-8.007,0.038,0.606,0.0,0.122,0.311,116.293,4,unsaved,1,0
0.143,0.358,10,-12.517,0.0358,0.869,0.0968,0.103,0.178,171.53,5,unsaved,1,0
0.517,0.955,10,-1.848,0.167,0.0224,0.0,0.364,0.61,132.951,4,unsaved,0,1
0.567,0.585,0,-7.81,0.124,0.195,0.0,0.212,0.299,84.977,4,unsaved,1,0
0.597,0.405,7,-14.314,0.398,0.779,0.0,0.707,0.65,75.844,4,unsaved,0,1
0.711,0.793,9,-5.123,0.0777,0.302,0.0,0.855,0.374,140.04,4,unsaved,1,0
0.252,0.932,2,-11.15,0.0594,0.866,0.838,0.892,0.0505,50.652,3,unsaved,0,1
0.539,0.528,11,-8.113,0.252,0.0108,0.0,0.117,0.252,190.169,4,unsaved,0,1
0.122,0.224,10,-14.517,0.0367,0.931,0.0153,0.367,0.115,172.485,3,unsaved,0,1
0.799,0.381,1,-7.147,0.464,0.354,3.12e-06,0.135,0.0488,158.021,4,unsaved,1,0
0.374,0.63,5,-10.201,0.0868,0.473,3.95e-05,0.302,0.8,88.553,4,unsaved,0,1
0.687,0.489,1,-8.123,0.171,0.791,0.0,0.111,0.409,132.266,4,unsaved,0,1
0.828,0.609,1,-4.402,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4,unsaved,1,0
0.827,0.556,1,-6.237,0.319,0.373,4.23e-06,0.0719,0.34,130.097,4,unsaved,1,0
0.647,0.749,4,-5.056,0.42,0.29,1.19e-06,0.126,0.585,91.902,4,unsaved,0,1
0.382,0.241,9,-11.942,0.04,0.862,0.00583,0.0995,0.103,128.17,4,unsaved,1,0
0.905,0.512,5,-8.119,0.0885,0.0997,0.0,0.104,0.344,118.038,4,unsaved,1,0
0.241,0.253,10,-12.315,0.0304,0.852,6.79e-06,0.18,0.157,74.246,4,unsaved,1,0
0.506,0.911,0,-4.779,0.23,0.48,0.0,0.696,0.781,105.475,4,unsaved,1,0
0.312,0.545,8,-5.336,0.0796,0.0968,0.093,0.277,0.114,128.124,3,unsaved,0,1
0.564,0.646,0,-6.115,0.0389,0.0188,0.869,0.335,0.104,90.056,4,unsaved,1,0
0.363,0.43,8,-8.208,0.0291,0.386,0.0,0.168,0.54,132.626,3,unsaved,1,0
0.914,0.545,1,-7.323,0.459,0.119,0.0,0.395,0.802,134.057,4,unsaved,1,0
0.476,0.704,9,-5.411,0.278,0.515,0.0,0.094,0.297,140.396,4,unsaved,0,1
0.507,0.464,3,-8.531,0.171,0.398,2.62e-05,0.603,0.277,147.984,4,unsaved,0,1
0.85,0.514,9,-7.796,0.318,0.0968,0.0,0.0542,0.395,130.046,4,unsaved,1,0
0.747,0.668,0,-6.76,0.0772,0.79,0.0,0.271,0.77,107.661,4,unsaved,0,1
0.681,0.314,8,-9.319,0.0581,0.2,9.82e-06,0.1,0.166,139.992,4,unsaved,1,0
0.599,0.52,1,-13.203,0.521,0.553,0.0,0.915,0.601,77.031,4,unsaved,1,0
0.741,0.604,0,-4.538,0.211,0.0619,0.0,0.113,0.856,75.986,4,unsaved,1,0
0.613,0.873,7,-6.376,0.0449,0.00397,0.00111,0.367,0.392,129.989,4,unsaved,0,1
0.419,0.615,2,-8.56,0.197,0.00484,7.03e-06,0.13,0.38,144.937,4,unsaved,1,0
0.71,0.802,6,-6.889,0.0788,0.0319,0.0,0.401,0.405,97.321,4,unsaved,1,0
0.705,0.474,2,-7.534,0.355,0.0751,0.0,0.229,0.179,146.244,4,unsaved,1,0
0.552,0.912,5,-5.575,0.0631,0.000116,3.3e-05,0.288,0.497,135.991,4,unsaved,0,1
0.176,0.0465,0,-14.545,0.0401,0.923,0.992,0.0493,0.216,89.818,1,unsaved,1,0
0.521,0.938,10,-3.249,0.16,0.0024,0.0,0.0614,0.509,170.01,4,unsaved,1,0
0.816,0.548,10,-8.239,0.307,0.392,1.5e-05,0.471,0.44,109.964,4,unsaved,0,1
0.787,0.68,7,-5.991,0.0488,0.0499,0.0,0.117,0.574,110.016,4,unsaved,0,1
0.324,0.229,10,-15.443,0.0341,0.822,2.74e-05,0.0984,0.163,68.761,3,unsaved,1,0
0.664,0.667,4,-5.941,0.154,0.64,1.22e-06,0.0753,0.381,180.064,4,unsaved,1,0
0.906,0.601,5,-2.948,0.082,0.31,0.0,0.0917,0.542,114.024,4,unsaved,1,0
0.463,0.859,9,-4.518,0.0508,0.000614,0.0,0.413,0.671,159.906,4,unsaved,1,0
0.672,0.573,1,-7.708,0.277,0.000268,0.0,0.109,0.693,179.953,4,unsaved,1,0
0.65,0.548,8,-8.767,0.0357,0.0407,0.0404,0.293,0.29,103.95,4,unsaved,1,0
0.502,0.445,8,-7.622,0.0294,0.161,0.000466,0.111,0.377,88.866,4,unsaved,1,0
0.699,0.665,9,-4.625,0.313,0.0664,0.0,0.139,0.696,137.012,4,unsaved,1,0
0.641,0.606,1,-8.196,0.101,0.0719,0.0,0.113,0.718,180.15,4,unsaved,0,1
0.541,0.443,5,-12.499,0.0271,0.268,0.0356,0.108,0.189,147.982,3,unsaved,0,1
0.802,0.49,10,-11.227,0.184,0.12,0.0,0.092,0.526,99.984,4,unsaved,0,1
0.928,0.385,1,-7.44,0.0546,0.29,1.24e-05,0.12,0.761,102.007,4,unsaved,0,1
0.609,0.704,11,-23.104,0.879,0.9,3.64e-06,0.78,0.0574,106.525,5,unsaved,0,1
0.682,0.797,9,-6.646,0.0431,0.255,0.0,0.0744,0.973,132.338,4,unsaved,0,1
0.749,0.724,0,-6.988,0.122,0.155,0.0,0.323,0.597,103.051,4,unsaved,1,0
0.497,0.177,2,-15.09,0.0392,0.916,5.41e-06,0.343,0.221,134.115,4,unsaved,0,1
0.602,0.635,4,-6.526,0.052,0.271,3.2e-05,0.0829,0.225,123.05,4,unsaved,0,1
0.264,0.303,7,-14.986,0.0422,0.762,0.0221,0.137,0.183,88.254,4,unsaved,0,1
0.348,0.467,7,-9.168,0.031,0.185,0.000398,0.0759,0.0565,119.648,4,unsaved,1,0
0.441,0.744,6,-6.248,0.476,0.262,0.000382,0.138,0.124,81.396,4,unsaved,0,1
0.924,0.547,5,-8.378,0.508,0.219,0.0,0.11,0.576,128.02,4,unsaved,1,0
0.75,0.694,2,-5.876,0.0342,0.44,1.53e-06,0.0881,0.656,106.017,4,unsaved,1,0
0.364,0.918,11,-4.944,0.0788,0.000286,0.000143,0.0805,0.419,135.965,4,unsaved,0,1
0.643,0.844,9,-3.687,0.0337,0.261,0.0,0.0925,0.793,104.993,4,unsaved,1,0
0.586,0.743,4,-7.036,0.0484,0.0994,1.1e-05,0.374,0.467,95.614,4,unsaved,0,1
0.792,0.625,1,-5.609,0.0536,0.00776,0.00188,0.329,0.37,103.967,4,unsaved,1,0
0.444,0.267,8,-11.003,0.124,0.39,0.875,0.102,0.0734,135.108,4,unsaved,1,0
0.758,0.726,9,-6.063,0.274,0.00746,7.32e-06,0.221,0.719,140.03,4,unsaved,1,0
